Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3Code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
5189,Estimates,Côte d'Ivoire,,384,CIV,CI,384.0,Country/Area,914,1950.0,2698.514,2736.909,1385.611,1351.298,8.607,102.539,16.81,60.25,22.074,76.789,2.806,24.702,149.555,28.002,54.792,7.61,1.908,29.466,103,89.305,48.067,41.238,32.718,32.105,30.081,34.288,41.949,41.357,42.575,9.94,9.996,9.891,4.276,4.224,4.309,35.363,238.727,124.533,56.994,393.607,579.421,608.748,547.582,715.924,739.637,689.934,339.204,353.041,324.574,480.252,495.128,464.748,16.535,6.058
5261,Estimates,Gambia,,270,GMB,GM,270.0,Country/Area,914,1950.0,302.972,306.781,150.629,156.152,30.314,96.463,17.003,5.335,17.449,7.617,2.483,27.916,15.177,3.522,49.636,6.353,1.529,27.754,103.2,9.842,5.041,4.8,32.187,31.757,30.842,32.674,42.249,41.677,42.77,10.187,9.974,10.345,4.312,4.117,4.421,2.592,174.012,13.408,6.242,409.268,584.177,593.064,575.089,721.992,736.343,707.835,338.024,345.746,330.702,481.166,498.2,465.368,2.282,7.463
5333,Estimates,Ghana,,288,GHA,GH,288.0,Country/Area,914,1950.0,5009.148,5077.596,2651.943,2425.652,22.315,109.329,17.695,122.652,24.186,136.895,2.696,25.71,237.147,42.861,46.764,6.593,2.088,30.021,103.9,114.495,64.127,50.368,22.578,43.109,41.317,45.312,45.87,44.382,47.806,11.347,10.832,11.994,4.886,4.571,5.213,35.169,149.236,213.435,56.685,253.695,427.388,447.955,404.117,586.132,616.647,546.931,273.887,296.796,245.617,405.042,438.399,361.44,14.249,2.81
5405,Estimates,Guinea,,324,GIN,GN,324.0,Country/Area,914,1950.0,2959.035,2983.557,1492.048,1491.509,12.142,100.036,20.688,49.048,16.423,49.044,1.644,42.162,134.5,25.555,45.035,5.971,1.572,28.96,104.4,85.452,45.474,39.978,28.612,35.545,34.334,36.826,43.86,42.86,44.963,10.664,10.347,11.061,4.535,4.332,4.768,25.841,202.696,116.234,44.58,359.157,530.451,543.681,517.312,674.252,694.894,652.195,308.333,323.872,292.395,446.433,471.852,419.298,0,0
5477,Estimates,Guinea-Bissau,,624,GNB,GW,624.0,Country/Area,914,1950.0,539.536,543.413,268.493,274.921,19.325,97.662,20.395,9.897,18.173,7.755,1.427,48.574,25.147,2.717,46.177,5.914,1.563,29.933,104,15.25,8.038,7.212,28.004,35.621,33.744,37.578,43.781,42.327,45.238,10.872,10.559,11.137,4.785,4.546,4.968,4.693,187.628,21.84,8.63,350.14,536.336,560.302,511.311,671.439,702.498,638.757,313.134,340.372,285.54,442.361,478.932,405.702,-2.149,-3.946
5549,Estimates,Liberia,,430,LBR,LR,430.0,Country/Area,914,1950.0,907.458,915.894,477.247,438.647,9.509,108.8,17.947,17.502,19.087,16.872,1.842,37.63,39.522,7.754,43.102,6.001,1.756,28.963,103.8,22.02,11.956,10.064,24.015,38.492,36.894,40.289,43.788,42.815,44.951,10.227,10.113,10.339,4.307,4.225,4.373,7.619,199.278,34.002,11.822,310.012,485.701,507.619,461.432,643.145,668.489,612.727,303.876,323.454,279.898,443.902,469.127,412.898,-0.625,-0.682
5621,Estimates,Mali,,466,MLI,ML,466.0,Country/Area,914,1950.0,4662.163,4694.916,2399.577,2295.338,3.848,104.541,19.44,69.186,14.727,65.505,1.395,49.688,245.32,46.919,52.221,6.961,1.484,28.708,103.2,176.134,91.812,84.322,37.494,28.17,27.626,28.712,39.367,39.134,39.619,8.49,8.51,8.464,3.169,3.223,3.1,51.408,211.116,210.62,108.713,453.407,632.342,635.53,629.615,763.974,775.02,752.294,377.398,382.696,371.915,527.118,542.603,510.478,-3.683,-0.784
5693,Estimates,Mauritania,,478,MRT,MR,478.0,Country/Area,914,1950.0,651.343,658.555,324.406,334.149,0.639,97.084,16.654,14.651,22.237,14.424,2.19,31.651,29.799,4.098,45.228,6.117,1.698,30.332,103.4,15.148,7.63,7.518,22.991,38.743,38.596,38.931,42.471,42.317,42.682,10.892,10.72,11.125,4.807,4.682,5.023,4.637,157.137,26.517,8.491,286.776,495.124,490.498,499.472,653.681,660.354,646.606,341.727,342.871,340.38,474.677,484.843,463.96,-0.236,-0.358
5765,Estimates,Niger,,562,NER,NE,562.0,Country/Area,914,1950.0,2523.748,2569.191,1161.548,1407.643,2.028,82.517,14.206,84.222,32.769,90.887,3.538,19.591,152.608,31.325,59.376,7.559,2.027,28.923,104,68.386,31.54,36.846,26.607,36.252,35.791,36.582,41.311,40.705,41.756,9.048,8.944,9.121,3.407,3.414,3.402,18.658,130.207,139.295,43.644,321.865,520.718,520.855,520.85,675.33,691.634,664.009,341.007,351.527,332.222,482.149,507.546,464.368,6.665,2.593
5837,Estimates,Nigeria,,566,NGA,NG,566.0,Country/Area,914,1950.0,36835.614,37189.369,18549.105,18640.264,40.833,99.511,18.127,686.953,18.469,707.51,1.903,36.424,1696.576,225.099,45.613,6.419,1.71,30.095,103.8,1009.623,523.307,486.315,27.144,35.81,34.555,37.083,42.558,41.693,43.386,10.301,9.969,10.547,4.368,4.114,4.522,305.3,183.976,1487.449,550.668,334.528,527.691,540.8,514.154,682.024,702.349,661.335,332.481,345.267,319.806,474.757,497.765,452.351,20.55,0.552
5981,Estimates,Senegal,,686,SEN,SN,686.0,Country/Area,914,1950.0,2464.083,2496.065,1219.151,1276.914,12.965,95.476,17.992,58.786,23.549,63.964,2.563,27.044,128.935,27.922,51.65,6.787,1.812,28.472,103.1,70.149,34.216,35.934,28.101,36.433,36.525,36.338,42.931,43.166,42.702,9.511,9.635,9.415,3.607,3.71,3.535,18.193,148.589,116.099,40.004,342.496,516.031,508.617,523.14,661.368,664.35,659.041,310.034,304.729,315.238,448.182,453.081,444.223,5.179,2.075
6053,Estimates,Sierra Leone,,694,SLE,SL,694.0,Country/Area,914,1950.0,1987.938,2000.79,980.052,1020.738,27.889,96.014,19.393,28.987,14.47,25.704,1.285,53.941,97.389,24.266,48.614,6.09,1.353,27.556,103.4,68.402,35.26,33.141,34.144,29.569,28.219,30.928,42.95,41.495,44.382,11.299,11.109,11.43,5.01,4.765,5.144,24.076,251.202,80.243,44.062,455.867,623.036,641.144,604.736,735.079,758.832,710.712,338.919,369.01,308.794,462.628,499.13,426.283,-3.29,-1.642
6341,Estimates,Kazakhstan,,398,KAZ,KZ,398.0,Country/Area,5500,1950.0,6540.831,6655.675,3209.305,3446.369,2.465,93.121,22.015,136.407,20.635,229.688,3.451,20.085,234.644,14.829,35.497,4.494,1.844,28.397,106.2,98.237,56.994,41.244,14.862,56.054,51.604,60.904,50.475,46.449,54.728,11.866,10.737,13.048,5.147,4.697,5.513,23.772,102.088,217.856,29.145,129.523,230.751,281.467,182.953,411.958,502.089,317.631,172.912,241.186,115.047,309.743,403.032,216.258,93.287,14.113
6413,Estimates,Kyrgyzstan,,417,KGZ,KG,417.0,Country/Area,5500,1950.0,1733.066,1751.225,842.308,908.917,9.13,92.672,23.561,30.581,17.473,36.317,2.074,33.421,63.133,4.649,36.073,4.55,1.766,28.436,105.5,32.552,18.327,14.225,18.6,52.467,48.748,56.492,49.344,45.786,53.088,11.472,10.376,12.595,4.996,4.617,5.286,8.027,133.721,57.216,10.036,174.917,270.721,308.127,236.702,465.705,545.728,382.561,190.182,252.513,140.289,341.353,430.074,252.592,5.731,3.275
6557,Estimates,Turkmenistan,,795,TKM,TM,795.0,Country/Area,5500,1950.0,1203.143,1214.096,595.231,618.865,2.584,96.181,22.424,23.557,19.382,21.906,1.804,38.423,45.749,1.865,37.64,4.89,1.802,30.593,106.6,22.192,12.758,9.434,18.258,49.702,45.909,53.958,49.246,46.351,52.355,11.335,10.434,12.288,4.894,4.559,5.178,7.198,160.466,40.604,9.08,216.004,308.79,351.959,266.282,494.529,564.485,416.533,188.244,237.844,144.313,342.404,413.46,267.885,-1.645,-1.353
6629,Estimates,Uzbekistan,,860,UZB,UZ,860.0,Country/Area,5500,1950.0,6168,6247.55,2992.357,3255.193,14.686,91.926,22.695,154.214,24.651,159.099,2.547,27.214,249.29,16.767,39.848,5.177,1.985,29.383,107.4,95.076,52.085,42.991,15.197,54.774,52.265,57.371,52.581,50.526,54.594,12.254,11.625,12.933,5.28,5.071,5.467,31.562,136.976,225.358,38.513,180.036,253.295,277.656,229.819,402.548,450.094,357.066,135.776,164.223,112.771,259.2,306.523,216.91,4.882,0.78
6773,Estimates,China,5,156,CHN,CN,156.0,Country/Area,906,1950.0,539190.005,543979.233,280086.872,263892.361,56.665,106.137,22.246,9723.012,17.857,9578.456,1.761,39.361,22350.731,2060.38,41.049,5.813,1.916,29.8,106.1,12627.719,6756.775,5870.944,23.192,43.738,42.114,45.607,43.393,41.582,45.487,9.137,8.255,9.94,4.271,3.991,4.442,2846.838,131.805,20286.065,4233.79,207.906,385.928,398.474,372.269,604.05,643.72,558.404,283.031,308.736,255.025,462.097,512.442,404.638,-144.552,-0.265
7133,Estimates,Japan,,392,JPN,JP,392.0,Country/Area,906,1950.0,83656.263,84353.049,41333.729,43019.319,223.853,96.082,21.201,1455.417,17.265,1393.571,1.652,41.958,2389.226,54.936,28.343,3.66,1.508,29.663,105.9,933.809,479.249,454.56,11.078,59.232,57.566,60.885,50.885,49.282,52.454,12.065,10.943,12.998,5.162,4.688,5.455,138.96,56.029,2284.723,224.485,89.586,203.591,211.628,195.996,364.497,391.532,336.684,175.794,187.452,164.496,290.343,317.762,262.303,-61.846,-0.734
7205,Estimates,Mongolia,,496,MNG,MN,496.0,Country/Area,906,1950.0,775.342,781.26,383.688,397.572,0.502,96.508,23.846,11.836,15.126,11.836,1.515,45.752,31.838,1.44,40.69,5.503,1.747,30.241,103.6,20.002,10.725,9.278,25.564,39.568,37.013,42.286,42.855,41.484,44.252,8.055,7.118,8.798,3.567,3.122,3.891,5.704,192.059,27.552,8.439,300.348,426.93,450.456,402.573,653.98,700.357,604.606,277.55,294.932,260.725,487.13,535.823,439.05,0,0
7277,Estimates,Republic of Korea,,410,KOR,KR,410.0,Country/Area,906,1950.0,20160.299,20104.01,10256.24,9847.77,203.188,104.148,17.641,-185.916,-9.271,-112.578,-0.56,...,802.706,31.928,40.026,5.969,1.442,30.536,106.2,988.622,699.023,289.599,49.297,21.312,16.786,33.632,20.446,13.008,40.913,7.333,5.59,9.491,2.816,2.401,3.136,192.547,232.428,671.947,308.187,359.162,823.198,930.524,557.328,940.004,987.466,710.398,815.209,944.593,370.481,895.406,977.741,504.664,73.347,3.657
7421,Estimates,Afghanistan,,4,AFG,AF,4.0,Country/Area,5501,1950.0,7436.561,7480.461,3962.26,3518.202,11.521,112.622,18.403,81.635,10.921,87.8,1.174,59.041,365.303,49.818,48.866,7.248,1.551,29.59,104.9,283.668,152.514,131.154,37.945,27.727,27.129,28.39,35.578,35.117,36.237,8.49,8.256,8.812,3.726,3.641,3.843,106.003,285.788,295.356,156.546,419.402,639.783,643.015,637.348,808.561,821.726,791.615,471.146,483.222,455.676,639.334,660.285,611.024,6.161,0.824
7493,Estimates,Bangladesh,,50,BGD,BD,50.0,Country/Area,5501,1950.0,39336.197,39728.535,20741.251,18987.283,305.205,109.238,18.33,776.347,19.536,784.675,1.975,35.096,1848.454,449.461,46.515,6.296,1.735,27.393,104.8,1072.107,558.157,513.949,26.979,38.18,38.219,38.112,46.254,46.741,45.763,9.483,9.324,9.668,3.556,3.595,3.516,399.681,219.165,1564.528,628.096,347.91,475.997,465.38,488.131,616.274,617.791,614.64,225.997,209.024,243.86,372.313,370.995,372.923,8.312,0.209
7565,Estimates,Bhutan,,64,BTN,BT,64.0,Country/Area,5501,1950.0,174.711,176.367,90.556,85.81,4.594,105.531,17.038,2.323,13.217,3.311,1.877,36.928,8.344,1.153,47.473,6.848,1.583,29.869,104.8,6.021,3.183,2.838,34.256,30.068,29.195,30.981,36.917,36.199,37.731,8.868,8.521,9.225,3.908,3.763,4.038,2.268,263.23,6.872,3.405,388.848,605.664,612.163,599.575,779.558,797.78,759.381,442.665,458.737,425.178,608.428,635.402,578.326,0.987,5.615
7637,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1950.0,353104.276,357021.1,183437.093,173584.006,120.08,105.676,20.023,7709,21.592,7833.647,2.194,31.593,15651.496,2551.902,43.838,5.732,1.699,28.269,105.1,7942.496,3935.66,4006.836,22.246,41.723,42.599,40.801,45.018,45.321,44.692,10.915,10.743,11.086,4.777,4.698,4.84,2817.464,181.212,13663.72,4231.012,283.693,438.022,417.894,458.914,606.271,597.923,615.009,282.173,271.36,293.562,425.721,423.659,427.864,124.658,0.349
7853,Estimates,Nepal,,524,NPL,NP,524.0,Country/Area,5501,1950.0,8308.568,8398.945,4179.01,4219.936,57.065,99.03,18.563,176.907,21.065,180.755,2.152,32.209,395.211,61.701,47.059,6.002,1.653,28.58,104.7,218.304,110.459,107.845,25.994,37.684,37.387,37.925,43.906,43.343,44.452,10.649,10.257,11.007,4.661,4.505,4.793,89.061,226.689,335.186,131.812,339.16,493.473,489.795,497.762,654.451,665.407,644.447,302.768,308.759,297.067,450.619,469.381,432.52,3.86,0.46
7925,Estimates,Pakistan,,586,PAK,PK,586.0,Country/Area,5501,1950.0,37459,37696.264,20506.902,17189.361,48.9,119.3,18.728,474.52,12.589,474.527,1.259,55.055,1647.739,313.199,43.716,6.8,1.675,29.089,105.6,1173.219,586.501,586.718,31.127,34.957,36.192,33.424,43.282,45.285,40.912,10.405,10.69,10.084,4.531,4.672,4.412,438.12,263.36,1356.994,635.622,379.088,530.888,506.396,561.163,683.705,659.769,713.094,312.484,270.92,362.682,462.558,424.279,508.844,0,0
8141,Estimates,Brunei Darussalam,,96,BRN,BN,96.0,Country/Area,920,1950.0,46.859,48.269,24.797,23.472,8.373,105.643,21.124,1.437,30.13,2.819,5.842,11.865,2.287,0.191,47.943,6.862,2.417,29.284,107,0.85,0.446,0.404,17.813,50.022,49.035,51.069,49.374,48.878,49.871,11.729,11.441,11.992,5.049,4.855,5.214,0.261,125.314,2.086,0.381,200.073,327.261,335.946,317.875,479.69,494.118,464.328,202.802,205.332,200.129,323.628,334.044,312.934,1.386,29.059
8213,Estimates,Cambodia,,116,KHM,KH,116.0,Country/Area,920,1950.0,4328.51,4380.38,2190.638,2189.742,24.196,100.041,17.509,101.882,23.261,103.739,2.368,29.271,208.816,20.93,47.674,6.631,1.946,29.819,105.3,106.934,56.6,50.333,24.413,38.937,37.336,40.611,41.579,40.438,42.744,9.985,9.58,10.336,4.193,3.918,4.417,35.797,172.474,184.686,51.44,256.978,484.475,502.313,465.894,661.557,688.648,632.986,350.442,369.198,331.198,496.283,526.01,465.96,1.859,0.424
8285,Estimates,Indonesia,,360,IDN,ID,360.0,Country/Area,920,1950.0,68862.949,69567.619,34560.022,35007.597,36.405,98.721,17.819,1320.721,18.995,1409.34,2.026,34.213,2825.601,483.191,40.638,5.191,1.493,28.565,106,1504.88,776.531,728.348,21.643,39.404,38.401,40.413,44.499,43.959,45.016,11.209,10.968,11.395,4.953,4.75,5.093,532.713,189.136,2451.051,852.379,304.806,481.371,490.334,472.289,630.506,646.885,613.817,301.446,308.73,293.895,431.233,447.187,415.412,88.615,1.274
8429,Estimates,Malaysia,9,458,MYS,MY,458.0,Country/Area,920,1950.0,5902.248,5972.876,3080.007,2892.869,18.18,106.469,18.823,134.265,22.475,141.256,2.365,29.309,264.724,26.724,44.313,6.374,2.326,29.377,105.8,130.459,71.804,58.655,21.838,46.998,45.598,48.673,43.034,41.657,44.73,8.129,7.824,8.502,3.331,3.273,3.392,29.985,116.605,243.09,41.085,167.062,323.791,341.657,304.538,578.179,610.54,537.282,275.415,301.62,243.314,474.194,511.438,426.871,7.004,1.172
8573,Estimates,Philippines,,608,PHL,PH,608.0,Country/Area,920,1950.0,18062.056,18469.878,9187.358,9282.521,61.566,98.975,16.828,652.241,35.424,815.644,4.417,15.693,917.641,65.849,49.839,7.448,2.779,30.786,107.6,265.4,135.868,129.533,14.415,53.362,51.773,54.876,49.06,47.694,50.269,11.953,11.25,12.41,5.178,4.902,5.329,89.702,103.441,854.044,123.584,149.252,279.672,290.54,268.377,453.3,482.624,424.128,211.68,226.001,196.596,339.09,369.007,310.337,163.408,8.875
8645,Estimates,Singapore,,702,SGP,SG,702.0,Country/Area,920,1950.0,986.749,1006.701,518.746,487.954,1473.939,106.311,18.941,29.567,29.485,39.903,3.964,17.486,45.07,3.703,44.944,6.248,2.447,29.203,106.1,15.503,8.353,7.15,15.459,50.702,48.613,53.037,45.041,42.789,47.56,7.579,6.277,8.704,2.939,2.337,3.389,4.061,94.561,42.083,5.773,141.913,248.753,264.8,230.133,517.003,571.707,459.965,210.748,238.609,176,424.444,487.434,359.278,10.337,10.308
8717,Estimates,Thailand,,764,THA,TH,764.0,Country/Area,920,1950.0,20167.324,20411.638,10239.874,10171.764,39.953,100.67,17.529,477.782,23.406,488.628,2.394,28.954,894.797,79.853,43.835,6.336,2.058,30.542,106.4,417.015,226.785,190.229,20.429,43.167,40.857,45.825,41.655,38.932,44.803,11.235,10.016,12.412,6.009,5.263,6.629,123.167,139.279,807.452,175.86,206.176,420.37,447.658,391.167,640.773,689.062,584.944,359.721,410.005,304.366,521.839,583.589,450.852,10.853,0.532
8789,Estimates,Timor-Leste,,626,TLS,TL,626.0,Country/Area,920,1950.0,413.233,414.791,209.778,205.013,27.895,102.324,17.134,3.116,7.522,3.117,0.751,92.297,17.979,1.597,43.411,6.605,1.479,30.769,107.1,14.863,7.903,6.96,35.889,29.047,27.462,30.736,36.408,35.306,37.593,8.784,8.306,9.188,3.868,3.665,4.021,5.399,274.175,14.676,8.226,402.896,621.123,638.015,603.127,791.296,817.81,762.459,454.875,478.966,427.964,619.403,655.952,581.34,0,0
8861,Estimates,Viet Nam,,704,VNM,VN,704.0,Country/Area,920,1950.0,24829.987,25109.2,12408.031,12701.169,80.116,97.692,23.091,558.42,22.238,558.426,2.224,31.167,974.863,27.965,38.822,5.175,1.918,31.352,106.4,416.443,248.889,167.554,16.584,49.207,44.169,55.164,45.682,40.687,51.492,12.213,11.225,13.092,5.363,4.881,5.71,95.07,97.936,910.329,141.3,159.771,359.178,435.132,272.98,527.498,619.16,416.333,293.156,385.612,187.577,410.847,513.21,290.364,0,0
9077,Estimates,Azerbaijan,10,31,AZE,AZ,31.0,Country/Area,922,1950.0,3126.982,3158.966,1467.662,1691.304,38.217,86.777,20.378,64.02,20.255,63.968,2.025,34.229,118.073,8.603,37.357,5.075,1.964,30.344,106.4,54.053,28.234,25.818,17.102,53.436,49.429,57.297,50.281,46.438,53.761,11.695,10.572,12.611,5.052,4.676,5.266,14.743,127.942,107.486,18.227,167.495,266.832,310.747,225.511,438.165,519.717,364.254,170.975,232.156,121.11,309.566,398.319,233.806,-0.043,-0.014
9149,Estimates,Bahrain,,48,BHR,BH,48.0,Country/Area,922,1950.0,115.571,117.149,63.455,53.694,149.616,118.179,17.787,2.543,21.758,3.156,2.694,25.729,5.567,1.056,47.628,7.15,1.959,28.582,103.5,3.024,1.593,1.43,25.87,38.078,37.515,38.816,46.063,44.774,47.731,11.457,11.166,11.738,4.995,4.793,5.178,1.173,212.934,4.736,1.92,347.627,497.884,503.28,489.975,631.273,648.275,609.402,271.661,293.737,241.852,396.811,428.036,356.365,0.609,5.211
9221,Estimates,Cyprus,11,196,CYP,CY,196.0,Country/Area,922,1950.0,490.395,493.956,243.791,250.166,53.458,97.452,22.66,7.805,15.811,7.122,1.442,48.068,14.548,0.683,29.472,3.912,1.625,30.149,106.1,6.743,4.034,2.71,13.661,56.95,52.828,61.684,51.261,47.971,54.962,11.373,10.272,12.607,4.977,4.586,5.369,1.58,100.786,13.52,1.981,128.431,211.387,256.618,164.264,385.497,460.856,302.408,143.702,188.166,99.959,281.937,353.644,206.444,-0.682,-1.382
9293,Estimates,Georgia,12,268,GEO,GE,268.0,Country/Area,922,1950.0,3497.751,3517.264,1667.957,1849.306,50.615,90.194,24.927,28.598,8.14,39.026,1.11,62.446,84.134,4.352,23.949,2.965,1.223,28.864,106.3,55.536,32.036,23.501,15.809,57.742,53.586,62.123,52.221,48.326,56.199,12.122,10.85,13.541,5.247,4.695,5.772,8.771,106.16,77.874,10.917,134.984,207.496,247.205,172.551,375.875,462.948,292.51,145.791,206.954,95.303,271.088,362.847,187.058,10.42,2.966
