Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3Code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
9365,Estimates,Iraq,,368,IRQ,IQ,368.0,Country/Area,922,1950.0,5596.621,5656.471,2816.788,2839.684,13.03,99.194,20.493,116.741,20.643,119.701,2.116,32.757,258.618,22.831,45.73,6.2,1.79,29.613,105.6,141.877,78.128,63.749,25.087,38.979,36.217,42.09,46.891,43.623,50.549,11.372,10.312,12.447,4.942,4.524,5.317,57.323,222.024,220.147,91.036,356.518,475.143,506.529,441.95,619.156,674.003,558.766,248.763,303.069,191.474,386.152,462.832,304.216,2.965,0.524
9509,Estimates,Jordan,,400,JOR,JO,400.0,Country/Area,922,1950.0,423.438,438.386,225.564,212.822,4.937,105.987,17.072,8.775,20.509,29.896,6.822,10.16,19.914,2.565,46.539,7.402,2.157,29.983,105,11.139,5.878,5.26,26.03,39.96,39.809,40.191,42.278,41.864,42.864,10.227,9.909,10.619,4.501,4.375,4.659,3.616,183.093,17.471,5.33,274.67,462.152,456.576,468.166,648.416,657.885,636.074,333.162,338.258,326.322,487.697,503.729,466.758,21.124,49.366
9581,Estimates,Kuwait,,414,KWT,KW,414.0,Country/Area,922,1950.0,151.763,153.738,91.507,62.23,8.628,147.045,20.338,3.944,25.647,3.949,2.569,26.981,6.444,1.175,41.904,6.991,2.452,28.122,104.5,2.5,1.438,1.062,16.257,48.467,47.024,50.647,49.331,47.918,51.684,11.73,11.271,12.267,5.038,4.818,5.279,0.945,148.21,5.775,1.4,225.52,348.229,362.744,323.58,497.046,524.388,452.948,204.089,223.207,167.797,325.568,356.462,273.111,0,0
9725,Estimates,Oman,,512,OMN,OM,512.0,Country/Area,922,1950.0,454.182,457.317,232.317,224.999,1.478,103.253,17.79,8.28,18.054,6.269,1.371,50.558,24.647,5.672,53.742,7.25,1.594,28.442,104.4,16.367,8.742,7.625,35.688,29.67,28.013,31.512,44.652,42.315,47.291,11.503,11.204,11.804,5.035,4.786,5.247,6.682,277.045,19.861,11.39,473.743,617.823,641.946,591.712,723.796,755.084,687.671,304.895,351.636,252.728,426.883,480.934,364.985,-2.005,-4.372
9797,Estimates,Qatar,,634,QAT,QA,634.0,Country/Area,922,1950.0,23.9,24.288,12.127,12.161,2.096,99.725,17.564,0.795,32.681,0.777,3.199,21.668,1.167,0.237,48.004,6.552,2.483,27.708,104.4,0.372,0.201,0.171,15.323,52.702,50.675,54.844,50.864,49.315,52.474,11.913,11.399,12.401,5.1,4.861,5.303,0.143,124.043,1.066,0.202,181.662,288.096,309.998,265.497,437.304,472.091,400.364,174.07,194.136,153.61,291.377,324.191,257.287,0,0
9869,Estimates,Saudi Arabia,,682,SAU,SA,682.0,Country/Area,922,1950.0,3043.15,3089.693,1569.443,1520.25,1.437,103.236,17.872,88.167,28.541,93.085,3.013,23.005,164.768,34.027,53.338,7.577,2.234,28.785,105.1,76.601,40.45,36.151,24.797,40.986,39.518,42.608,47.365,45.084,49.921,11.571,11.118,12.017,5.016,4.785,5.234,31.71,196.352,142.094,48.797,316.751,455.15,473.577,435.567,591.972,626.307,553.684,245.094,285.5,200.475,368.74,421.436,309.567,4.911,1.59
9941,Estimates,State of Palestine,13,275,PSE,PS,275.0,Country/Area,922,1950.0,940.731,944.807,488.421,456.387,156.945,107.019,16.123,26.027,27.283,8.152,0.863,80.318,46.047,5.626,48.269,7.838,2.687,29.665,105,20.02,11.412,8.608,20.986,45.787,43.538,48.47,44.934,43.14,47.163,10.972,10.397,11.711,4.802,4.583,5.084,6.484,142.251,41.658,9.457,212.775,381.945,408.309,354.305,568.607,609.153,518.314,284.675,315.655,249.853,428.801,471.718,375.499,-17.881,-18.744
10085,Estimates,Türkiye,,792,TUR,TR,792.0,Country/Area,922,1950.0,20715.337,20977.697,10518.629,10459.067,27.258,100.569,18.572,559.107,26.622,524.72,2.501,27.715,974.272,150.067,46.391,6.468,2.121,28.46,104.6,415.165,220.975,194.19,19.769,47.749,44.87,50.645,54.431,51.119,57.67,14.095,12.624,15.187,6.38,5.571,6.975,189.002,196.069,840.393,288.504,304.574,370.166,389.482,349.866,481.31,531.995,429.736,131.228,160.718,100.122,239.138,303.562,175.302,-34.376,-1.637
10157,Estimates,United Arab Emirates,,784,ARE,AE,784.0,Country/Area,922,1950.0,72.048,74.591,39.043,35.548,1.05,109.83,17.497,1.781,24.419,5.087,6.822,10.16,3.509,0.595,48.1,6.876,2.148,28.494,104.3,1.728,0.971,0.757,23.681,41.074,38.203,44.461,45.772,43.138,48.884,11.321,10.807,11.847,4.953,4.717,5.182,0.645,185.648,3.052,1.006,295.386,454.336,492.957,410.143,604.73,656.285,541.944,275.829,324.98,218.918,405.307,466.623,332.549,3.304,45.285
10445,Estimates,Belarus,,112,BLR,BY,112.0,Country/Area,923,1950.0,7926.779,7906.86,3505.371,4401.489,38.967,79.641,25.186,55.469,6.972,-39.837,-0.504,...,169.536,6.542,21.311,2.502,1.066,28.869,106.1,114.067,55.916,58.151,14.339,59.486,55.275,63.366,52.677,49.191,55.573,11.671,10.239,12.663,5.006,4.498,5.269,12.48,74.03,160.54,19.091,115.063,176.183,212.93,143.151,345.721,425.147,275.161,123.34,167.663,90.126,253.117,329.493,190.652,-95.309,-11.981
10517,Estimates,Bulgaria,,100,BGR,BG,100.0,Country/Area,923,1950.0,7120.745,7157.632,3532.072,3625.56,66.032,97.421,25.981,80.168,11.199,73.774,1.031,67.231,156.085,18.623,21.804,2.521,1.031,26.733,106.7,75.917,39.417,36.499,10.605,61.491,59.699,63.272,55.856,54.523,57.123,14.505,13.883,15.057,6.963,6.779,7.108,15.387,95.97,145.587,19.798,122.534,200.01,211.854,187.793,309.068,336.903,281.587,119.246,126.8,111.615,201.085,224.945,178.407,-6.394,-0.893
10733,Estimates,Poland,,616,POL,PL,616.0,Country/Area,923,1950.0,24563.596,24786.236,11817.952,12968.284,80.949,91.13,24.821,463.796,18.715,445.28,1.797,38.572,764.646,46.671,30.854,3.705,1.52,28.971,107,300.85,155.106,145.743,12.139,59.141,56.326,61.83,53.255,50.895,55.354,12.273,11.33,12.974,4.889,4.761,4.971,81.858,104.075,708.872,94.654,123.884,201.118,223.997,178.276,343.951,395.609,295.604,129.643,154.001,107.2,240.273,290.143,196.13,-18.517,-0.747
10805,Estimates,Republic of Moldova,14,498,MDA,MD,498.0,Country/Area,923,1950.0,2341.008,2370.311,1105.962,1264.349,72.085,87.473,25.359,33.493,14.183,58.606,2.473,28.029,69.794,4.548,29.556,3.475,1.422,29.29,106.1,36.301,18.79,17.511,15.373,56.139,51.573,60.732,50.951,46.696,55.005,11.626,10.241,12.583,5.117,4.611,5.369,6.278,98.615,64.97,8.043,136.795,223.321,268.411,178.886,405.474,500.686,310.729,159.504,224.112,99.337,298.165,398.918,202.612,25.107,10.632
10877,Estimates,Romania,,642,ROU,RO,642.0,Country/Area,923,1950.0,16281.956,16392.971,7882.546,8510.426,71.25,92.622,25.234,210.76,12.859,222.031,1.354,51.193,412.845,39.928,25.188,3.046,1.31,27.912,105.7,202.085,98.805,103.28,12.329,62.248,60.703,63.642,54.139,52.514,55.593,11.796,11.158,12.28,4.469,4.455,4.475,32.001,78.467,390.137,37.223,93.142,141.98,147.918,136.399,295.933,330.368,264.929,97.99,111.77,84.754,216.222,253.449,182.888,11.267,0.687
10949,Estimates,Russian Federation,,643,RUS,RU,643.0,Country/Area,923,1950.0,101800.621,102580.107,44454.003,58126.104,6.264,76.479,23.371,1633.465,15.954,1558.972,1.52,45.602,2949.129,118.242,28.804,2.949,1.23,29.307,105.4,1315.664,670.408,645.256,12.85,57.214,52.091,61.128,49.539,43.888,53.793,11.395,9.494,12.524,4.857,4.272,5.118,269.786,80.842,2782.037,322.54,103.019,206.483,251.375,173.263,409.704,535.911,320.605,186.73,278.438,124.148,331.7,473.056,233.032,-74.483,-0.727
11021,Estimates,Slovakia,,703,SVK,SK,703.0,Country/Area,923,1950.0,3438.386,3465.617,1682.063,1783.554,70.679,94.31,26.047,60.113,17.324,54.463,1.572,44.093,100.128,8.147,28.855,3.604,1.479,28.242,107,40.015,20.369,19.645,11.531,60.776,59.024,62.469,55.075,53.795,56.222,13.391,12.892,13.782,5.677,5.361,5.916,10.86,111.526,92.302,12.121,125.974,191.891,205.348,178.087,316.724,347.48,287.183,112.839,125.279,100.881,210.197,237.279,185.508,-5.651,-1.628
11237,Estimates,Denmark,16,208,DNK,DK,208.0,Country/Area,924,1950.0,4251.526,4267.694,2117.106,2150.588,100.667,98.443,30.678,40.199,9.412,32.336,0.758,91.444,79.451,5.806,18.601,2.572,1.194,27.87,106.1,39.252,19.872,19.38,9.189,70.308,69.105,71.527,58.189,57.375,58.982,13.822,13.552,14.071,5.558,5.447,5.649,2.422,30.437,77.348,2.882,35.736,68.934,78.644,58.84,178.413,198.539,158.309,66.213,72.609,59.854,144.002,159.738,128.78,-7.853,-1.838
11309,Estimates,Estonia,,233,EST,EE,233.0,Country/Area,924,1950.0,1094.831,1102.078,469.784,632.293,25.355,74.299,28.935,6.559,5.979,14.493,1.315,52.711,20.272,0.934,18.477,2.288,1.049,28.811,106.1,13.713,5.94,7.773,12.498,67.08,62.726,70.229,55.224,50.969,58.156,13.169,11.259,14.202,5.716,5.051,5.982,0.652,31.516,19.719,0.797,39.3,94.926,121.72,72.69,246.462,330.334,188.937,103.863,148.238,71.407,210.093,294.536,154.249,7.928,7.226
11453,Estimates,Finland,18,246,FIN,FI,246.0,Country/Area,924,1950.0,3986.63,4008.289,1914.793,2093.496,13.256,91.464,26.717,55.965,13.946,43.317,1.081,64.121,98.503,4.227,24.546,3.159,1.42,29.52,105.5,42.538,22.499,20.039,10.6,64.201,60.375,67.922,53.129,49.519,56.55,12.197,10.919,13.101,5.194,4.851,5.379,4.167,41.824,95.082,5.122,50.841,127.041,156.204,98.322,288.1,368.732,210.352,126.474,168.838,86.041,243.227,323.951,166.999,-12.65,-3.152
11597,Estimates,Iceland,,352,ISL,IS,352.0,Country/Area,924,1950.0,141.037,142.65,71.335,71.316,1.423,100.027,25.515,2.973,20.844,3.226,2.262,30.643,4.095,0.406,28.713,3.85,1.795,28.671,105.9,1.122,0.582,0.54,7.869,71.222,68.838,73.643,58.335,56.014,60.677,15.232,14.205,16.095,6.878,6.293,7.269,0.077,19.023,4.026,0.096,24.112,77.45,98.089,55.763,188.895,224.034,151.929,87.491,113.147,60.382,164.001,198.509,127.827,0.245,1.718
11669,Estimates,Ireland,,372,IRL,IE,372.0,Country/Area,924,1950.0,2898.772,2906.599,1478.504,1428.096,42.515,103.53,29.06,28.298,9.714,15.655,0.539,128.599,66.089,1.177,22.687,3.453,1.522,31.541,105.9,37.791,20.061,17.729,12.973,65.578,64.503,66.736,54.712,53.983,55.502,13.012,12.432,13.621,5.574,5.267,5.853,2.926,44.296,63.683,3.506,53.211,120.643,122.606,118.64,262.496,279.927,244.088,111.951,112.317,111.571,214.746,228.642,200.198,-12.643,-4.34
11885,Estimates,Latvia,,428,LVA,LV,428.0,Country/Area,924,1950.0,1911.264,1922.525,831.683,1090.841,30.895,76.242,29.209,12.32,6.425,22.522,1.171,59.193,33.221,1.36,17.324,2.091,0.968,29.382,105.6,20.901,10.077,10.824,10.899,68.635,64.648,71.746,56.275,52.378,59.222,13.721,11.963,14.928,5.828,5.135,6.252,0.849,25.597,32.467,1.055,32.02,82.853,107.503,63.475,223.859,296.509,171.97,96.504,136.03,66.706,193.09,265.751,142.626,10.203,5.321
11957,Estimates,Lithuania,,440,LTU,LT,440.0,Country/Area,924,1950.0,2553.041,2564.798,1164.892,1399.906,40.957,83.212,25.104,25.933,10.104,23.514,0.917,75.589,59.673,2.228,23.251,2.949,1.335,29.491,105.2,33.74,15.355,18.386,13.147,66.117,62.9,68.817,54.992,51.746,57.67,13.475,11.977,14.508,5.843,5.229,6.194,2.39,40.191,57.668,2.924,49.665,109.624,132.257,91.225,267.96,325.254,219.776,115.481,150.938,85.712,223.919,282.765,175.03,-2.417,-0.942
12029,Estimates,Norway,20,578,NOR,NO,578.0,Country/Area,924,1950.0,3282.142,3281.416,1626.293,1655.123,10.786,98.258,31.394,32.971,9.995,-1.452,-0.044,...,62.529,2.457,18.956,2.514,1.16,29.516,106.8,29.558,14.769,14.789,8.961,71.588,69.92,73.255,59.505,58.217,60.746,14.95,14.417,15.404,6.227,5.973,6.415,1.583,25.309,61.125,2.132,34.072,71.131,83.107,58.496,166.444,193.124,139.453,63.282,74.203,52.246,131.494,153.903,109.4,-34.428,-10.437
12317,Estimates,Albania,,8,ALB,AL,8.0,Country/Area,925,1950.0,1234.474,1252.582,642.458,610.124,45.718,105.3,19.647,19.437,15.632,36.215,2.891,23.976,47.332,2.08,38.066,5.963,1.988,31.086,105.8,27.895,15.458,12.437,22.434,44.736,41.269,48.694,50.812,49.347,52.347,11.248,10.741,11.693,5.055,4.738,5.307,10.789,220.764,40.009,14.959,304.05,389.749,436.22,335.719,517.668,563.293,465.7,158.454,176.63,138.128,282.843,310.02,255.077,16.78,13.495
12461,Estimates,Bosnia and Herzegovina,,70,BIH,BA,70.0,Country/Area,925,1950.0,2670.844,2692.907,1298.96,1393.947,52.599,93.186,18.863,55.58,20.592,44.127,1.639,42.291,101.781,5.262,37.708,5.12,1.854,30.525,106.5,46.201,24.845,21.355,17.116,48.947,45.674,52.345,49.707,47.672,51.619,10.551,9.814,11.109,4.663,4.308,4.895,16.568,164.236,90.066,22.641,228.474,316.48,356.174,275.917,482.529,534.964,427.146,163.499,190.305,138.01,310.332,355.499,266.199,-11.451,-4.242
12533,Estimates,Croatia,,191,HRV,HR,191.0,Country/Area,925,1950.0,3846.03,3864.691,1839.15,2025.541,69.141,90.798,26.707,35.588,9.213,37.322,0.966,71.754,92.524,6.659,23.953,2.933,1.23,28.512,105.9,56.936,29.717,27.22,14.74,58.767,55.969,61.545,51.842,49.352,54.222,11.503,10.43,12.442,4.961,4.533,5.268,8.397,88.844,86.763,10.355,111.033,187.25,211.787,163.41,359.608,411.059,310.315,136.944,164.326,111.318,269.09,320.087,222.008,1.728,0.447
12677,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,1950.0,7620.258,7669.099,3736.961,3932.138,58.623,95.036,24.583,81.665,10.664,97.682,1.274,54.407,153.3,4.826,20.018,2.542,1.132,30.127,106.3,71.635,36.32,35.316,9.354,66.448,64.621,68.195,55.833,54,57.574,13.141,12.186,14,5.756,5.288,6.095,7.329,47.048,147.442,8.826,56.344,107.45,115.699,99.529,242.786,272.933,215.134,92.491,104.778,80.713,191.588,222.416,163.517,16.002,2.09
12821,Estimates,Italy,,380,ITA,IT,380.0,Country/Area,925,1950.0,46175.129,46391.938,22542.315,23849.623,156.743,94.519,27.547,461.933,9.954,433.618,0.935,74.133,914.162,35.477,19.7,2.527,1.102,29.867,105.8,452.229,233.701,218.528,9.746,65.725,63.943,67.429,57.007,55.449,58.453,13.834,13.3,14.31,5.718,5.44,5.951,58.508,63.631,870.315,75.253,81.14,130.765,141.155,120.494,247.809,282.483,215.874,88.292,102.866,74.453,174.282,207.761,144.253,-28.321,-0.61
12965,Estimates,Malta,,470,MLT,MT,470.0,Country/Area,925,1950.0,288.73,291.873,138.542,153.332,926.583,90.355,23.659,4.062,13.98,6.287,2.154,32.18,8.495,0.351,29.242,4.226,1.841,29.998,106.6,4.433,2.372,2.062,15.262,61.584,59.633,63.548,52.717,50.95,54.466,10.308,9.607,11.051,3.581,3.369,3.775,0.711,79.482,8.022,0.781,86.646,130.603,147.301,115.383,299.214,339.96,260.874,95.365,114.898,77.874,228.262,268.772,190.955,2.221,7.646
13037,Estimates,Montenegro,,499,MNE,ME,499.0,Country/Area,925,1950.0,398.956,402.26,188.439,213.821,29.124,88.13,20.672,6.276,15.614,6.607,1.643,42.188,12.043,0.68,29.958,4.263,1.768,30.214,105.6,5.767,2.764,3.003,14.344,59.445,57.492,61.195,52.681,50.731,54.382,11.877,11.154,12.449,5.113,4.766,5.317,1.083,88.779,11.294,1.33,111.732,183.256,198.84,169.447,343.955,381.981,311.656,127.618,148.391,109.614,250.441,290.658,217.098,0.335,0.833
13109,Estimates,North Macedonia,,807,MKD,MK,807.0,Country/Area,925,1950.0,1234.411,1251.433,625.077,626.356,50.232,99.796,20.083,27.377,21.93,34.044,2.721,25.474,49.795,2.037,39.888,5.699,1.954,30.609,107.1,22.418,11.428,10.99,17.958,50.243,49.31,51.157,53.654,53.059,54.204,12.298,12.094,12.467,5.359,5.138,5.517,9.478,192.062,43.092,12.47,256.609,318.349,328.148,308.534,441.955,456.414,428.026,117.416,121.931,112.994,231.997,244.024,220.987,6.671,5.344
13181,Estimates,Portugal,,620,PRT,PT,620.0,Country/Area,925,1950.0,8386.357,8416.952,4046.278,4370.674,91.504,92.578,25.022,101.376,12.016,61.191,0.727,95.343,205.583,8.986,24.367,3.159,1.241,30.249,107.5,104.207,53.03,51.177,12.351,58.479,55.785,61.019,54.128,51.509,56.482,13.482,12.179,14.452,5.943,5.252,6.308,20.159,97.839,191.486,29.738,143.998,228.525,245.992,210.797,352.231,399.165,308.403,139.591,166.949,114.161,230.897,280.165,186.558,-40.177,-4.762
13325,Estimates,Serbia,24,688,SRB,RS,688.0,Country/Area,925,1950.0,5980.465,6017.683,2885.76,3131.923,78.421,92.14,24.469,80.062,13.297,74.436,1.237,56.035,161.267,14.185,26.783,3.087,1.238,28.182,106.9,81.205,39.414,41.791,13.486,57.718,56.32,58.966,52.726,51.224,54.046,11.624,10.95,12.137,4.942,4.632,5.153,17.347,108.359,149.02,21.403,137.641,205.626,216.013,195.74,360.194,385.826,337.533,122.742,136.122,109.953,246.255,274.725,221.36,-5.629,-0.935
13469,Estimates,Spain,25,724,ESP,ES,724.0,Country/Area,925,1950.0,28015.563,28069.694,13507.06,14562.633,55.876,92.751,26.468,252.612,8.978,108.262,0.386,...,563.063,10.524,20.011,2.47,1.029,30.682,105.6,310.451,158.506,151.945,11.033,61.754,59.282,64.115,54.505,52.119,56.729,13.38,12.248,14.272,5.918,5.374,6.24,42.499,74.509,533.063,58.394,100.766,182.465,198.01,167.536,310.923,355.205,268.886,127.176,149.814,106.153,221.738,267.186,179.434,-144.354,-5.13
13613,Estimates,Austria,,40,AUT,AT,40.0,Country/Area,926,1950.0,6937.809,6936.44,3219.956,3716.483,84.059,86.64,34.825,21.373,3.076,-2.739,-0.039,...,107.141,7.585,15.421,2.09,0.921,28.061,106.3,85.768,43.82,41.948,12.345,64.813,62.181,67.284,55.568,53.363,57.528,13.024,12.115,13.761,5.455,5.108,5.711,7.087,65.299,101.909,8.289,75.979,127.952,145.437,111.152,263.419,310.997,220.522,95.515,113.665,79.474,196.608,240.97,158.459,-24.112,-3.471
13757,Estimates,France,26,250,FRA,FR,250.0,Country/Area,926,1950.0,41651.596,41842.355,20110.232,21732.123,75.887,92.537,33.476,334.592,8.002,381.517,0.912,76.003,868.587,53.601,20.771,2.985,1.347,28.304,105.1,533.995,271.815,262.18,12.769,66.382,63.436,69.189,55.967,53.373,58.348,13.571,12.214,14.623,5.706,5.093,6.082,44.654,51.318,833.051,51.906,59.847,112.003,126.605,96.908,252.222,302.82,204.681,100.184,119.989,79.98,199.49,247.357,155.905,46.927,1.122
13829,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1950.0,71077.882,70964.095,32442.329,38521.766,203.592,84.218,33.419,400.749,5.622,-227.574,-0.321,...,1156.316,83.849,16.222,2.089,0.934,27.81,107.3,755.567,397.028,358.539,10.6,66.797,64.134,69.269,56.859,54.606,58.831,13.097,12.233,13.858,5.293,5.093,5.444,66.633,57.613,1104.682,75.502,65.888,106.217,124.653,89.488,222.609,270.37,181.815,73.774,91.54,59.306,162.596,206.816,127.009,-628.332,-8.815
14405,Estimates,Anguilla,19,660,AIA,AI,660.0,Country/Area,915,1950.0,4.89,5.017,2.478,2.539,57.011,97.597,18.899,0.194,38.838,0.254,5.064,13.688,0.263,0.039,52.651,6.755,2.694,28.373,103.2,0.069,0.035,0.034,13.813,55.262,53.062,57.276,50.287,48.192,52.116,11.86,10.993,12.385,5.126,4.802,5.31,0.025,95.868,0.245,0.032,136.32,250.565,268.872,231.572,417.34,459.431,377.785,184.492,209.528,160.02,307.373,351.921,266.698,0.025,5.012
14477,Estimates,Antigua and Barbuda,,28,ATG,AG,28.0,Country/Area,915,1950.0,44.948,45.435,21.215,24.22,103.261,87.593,18.023,1.097,24.116,0.974,2.144,32.33,1.67,0.312,36.696,5.124,2.121,28.182,103.2,0.573,0.257,0.316,12.58,57.137,54.619,59.086,50.709,48.099,52.637,11.738,10.684,12.228,5.214,4.815,5.355,0.13,79.557,1.577,0.191,119.074,214.757,236.804,194.493,396.887,444.979,357.192,166.578,196.623,139.234,303.214,355.553,261.033,-0.128,-2.812
